Abbreviation,SchoolID,MasterSchoolID,StudentID,SSID,TestDate,TestType,TestPeriod,TestSubjectGroup,TestSubject,TestGrade,TestName,TestScoreType,AssessmentName,RawScore,ScaleScore
Animo Venice Charter High,,,,3501702685,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,581.0,581.0
Animo Venice Charter High,,,,6592780124,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,583.0,583.0
Animo Venice Charter High,,,,1590071670,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Venice Charter High,,,,3731913009,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,616.0,616.0
Animo Venice Charter High,,,,5129482915,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Venice Charter High,,,,5750800863,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,634.0,634.0
Animo Venice Charter High,,,,6551432605,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,596.0,596.0
Animo Venice Charter High,,,,3429250648,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,575.0,575.0
Animo Venice Charter High,,,,7359949484,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Venice Charter High,,,,7268017735,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,597.0,597.0
Animo Venice Charter High,,,,2290202065,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,628.0,628.0
Animo Venice Charter High,,,,2745562274,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,570.0,570.0
Animo Venice Charter High,,,,4348502886,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,585.0,585.0
Animo Venice Charter High,,,,7512759461,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,584.0,584.0
Animo Venice Charter High,,,,5643356793,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,623.0,623.0
Animo Venice Charter High,,,,8182338186,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,580.0,580.0
Animo Venice Charter High,,,,8129167288,2024-02-29,CAST,,Science,Science- Overall,12,CAST-Overall,,Grade 12 CAST,595.0,595.0
Animo Venice Charter High,,,,7232448971,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,587.0,587.0
Animo Venice Charter High,,,,5047691308,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Venice Charter High,,,,4179169113,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,578.0,578.0
Animo Venice Charter High,,,,8966856767,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,594.0,594.0
Animo Venice Charter High,,,,5675044397,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Venice Charter High,,,,9291374684,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Venice Charter High,,,,5166500466,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,592.0,592.0
Animo Mae Jemison Charter Middle,,,,3432982476,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,428.0,428.0
Animo Venice Charter High,,,,5961589380,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Venice Charter High,,,,6440200176,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,597.0,597.0
Animo Venice Charter High,,,,7071340048,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,563.0,563.0
Animo Venice Charter High,,,,7794239027,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,609.0,609.0
Animo Venice Charter High,,,,5139170998,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,602.0,602.0
Animo Venice Charter High,,,,6757817613,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,580.0,580.0
Animo Venice Charter High,,,,7164233122,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Venice Charter High,,,,5578592938,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,624.0,624.0
Animo Venice Charter High,,,,8621664513,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Venice Charter High,,,,2669819523,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,572.0,572.0
Animo Venice Charter High,,,,1045446120,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,578.0,578.0
Animo Venice Charter High,,,,5663022827,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,633.0,633.0
Animo Venice Charter High,,,,4405403463,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,606.0,606.0
Animo Venice Charter High,,,,7009241231,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,585.0,585.0
Animo Florence-Firestone Charter Middle,,,,3187193365,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,377.0,377.0
Animo Florence-Firestone Charter Middle,,,,1511585245,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo Florence-Firestone Charter Middle,,,,3052688793,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,410.0,410.0
Animo Florence-Firestone Charter Middle,,,,3269491648,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,386.0,386.0
Animo Pat Brown,,,,9342586348,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,582.0,582.0
Animo Florence-Firestone Charter Middle,,,,6795860872,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,400.0,400.0
Animo Pat Brown,,,,4340846621,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,621.0,621.0
Animo Pat Brown,,,,9395701435,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,636.0,636.0
Animo Pat Brown,,,,6341188116,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,595.0,595.0
Animo Pat Brown,,,,8329442894,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,583.0,583.0
Animo Florence-Firestone Charter Middle,,,,7339133520,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,438.0,438.0
Animo Pat Brown,,,,2322664536,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,582.0,582.0
Animo Florence-Firestone Charter Middle,,,,9623187674,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,397.0,397.0
Animo Florence-Firestone Charter Middle,,,,2499057448,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,423.0,423.0
Animo Pat Brown,,,,7719908793,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,592.0,592.0
Animo Pat Brown,,,,6363586001,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,601.0,601.0
Animo Pat Brown,,,,5162468106,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Florence-Firestone Charter Middle,,,,5180703568,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,370.0,370.0
Animo Pat Brown,,,,9795084748,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,597.0,597.0
Animo Pat Brown,,,,6499843200,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,610.0,610.0
Animo Pat Brown,,,,5685649481,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,590.0,590.0
Animo Pat Brown,,,,1006732203,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,558.0,558.0
Animo Florence-Firestone Charter Middle,,,,8708194877,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,395.0,395.0
Animo Pat Brown,,,,5086887210,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,604.0,604.0
Animo Pat Brown,,,,1547458571,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Florence-Firestone Charter Middle,,,,9486049138,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,368.0,368.0
Animo Florence-Firestone Charter Middle,,,,3435102055,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo Florence-Firestone Charter Middle,,,,4274379922,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,378.0,378.0
Animo Pat Brown,,,,5360243449,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,616.0,616.0
Animo Pat Brown,,,,7434768802,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,598.0,598.0
Animo Florence-Firestone Charter Middle,,,,2301360344,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,408.0,408.0
Animo Pat Brown,,,,5679986073,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,589.0,589.0
Animo Florence-Firestone Charter Middle,,,,9192510944,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,392.0,392.0
Animo Pat Brown,,,,1129741942,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,628.0,628.0
Animo Florence-Firestone Charter Middle,,,,4972728813,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo Pat Brown,,,,2345599574,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,568.0,568.0
Animo Pat Brown,,,,6742135034,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,605.0,605.0
Animo Pat Brown,,,,2004862860,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,602.0,602.0
Animo Florence-Firestone Charter Middle,,,,5148116842,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,412.0,412.0
Animo Florence-Firestone Charter Middle,,,,7569859318,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,401.0,401.0
Animo Florence-Firestone Charter Middle,,,,5129336654,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,374.0,374.0
Animo Pat Brown,,,,2002711803,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Florence-Firestone Charter Middle,,,,2431304526,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,374.0,374.0
Animo Pat Brown,,,,1606781147,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,609.0,609.0
Animo Florence-Firestone Charter Middle,,,,3329953244,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,392.0,392.0
Animo Florence-Firestone Charter Middle,,,,4208184630,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,399.0,399.0
Animo Pat Brown,,,,3994509082,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Florence-Firestone Charter Middle,,,,5595492352,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,423.0,423.0
Animo Florence-Firestone Charter Middle,,,,4138269254,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,401.0,401.0
Animo Florence-Firestone Charter Middle,,,,7917472091,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,399.0,399.0
Animo Pat Brown,,,,8234880570,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,629.0,629.0
Animo Florence-Firestone Charter Middle,,,,9782778870,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo Pat Brown,,,,8406718018,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,596.0,596.0
Animo Pat Brown,,,,1236211806,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,627.0,627.0
Animo Pat Brown,,,,2009524825,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Pat Brown,,,,7734828611,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,632.0,632.0
Animo Pat Brown,,,,9285734676,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Pat Brown,,,,2501096174,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,593.0,593.0
Animo Florence-Firestone Charter Middle,,,,8658741802,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,419.0,419.0
Animo Pat Brown,,,,7130895480,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Pat Brown,,,,8226781108,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,593.0,593.0
Animo Florence-Firestone Charter Middle,,,,9798520825,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,426.0,426.0
Animo Pat Brown,,,,6424400643,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,621.0,621.0
Animo Florence-Firestone Charter Middle,,,,6443029934,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,374.0,374.0
Animo Florence-Firestone Charter Middle,,,,2564475840,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,406.0,406.0
Animo Pat Brown,,,,5499630325,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,589.0,589.0
Animo Pat Brown,,,,7246882618,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Pat Brown,,,,2209987170,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,621.0,621.0
Animo Florence-Firestone Charter Middle,,,,4476540993,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,429.0,429.0
Animo Florence-Firestone Charter Middle,,,,7965219183,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Pat Brown,,,,7943730322,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,626.0,626.0
Animo Florence-Firestone Charter Middle,,,,4636842682,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,386.0,386.0
Animo Pat Brown,,,,3011824462,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Pat Brown,,,,7378311352,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,575.0,575.0
Animo Pat Brown,,,,3199389524,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,583.0,583.0
Animo Pat Brown,,,,3526807083,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Pat Brown,,,,9336976852,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,600.0,600.0
Animo Pat Brown,,,,7031754270,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Florence-Firestone Charter Middle,,,,4910241870,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,399.0,399.0
Animo Florence-Firestone Charter Middle,,,,6733530911,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,397.0,397.0
Animo Pat Brown,,,,2396506566,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,579.0,579.0
Animo Florence-Firestone Charter Middle,,,,9016238992,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,370.0,370.0
Animo Pat Brown,,,,1365254886,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,582.0,582.0
Animo Pat Brown,,,,4552186904,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,588.0,588.0
Animo Florence-Firestone Charter Middle,,,,6936997860,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,425.0,425.0
Animo Pat Brown,,,,1423705408,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,635.0,635.0
Animo Florence-Firestone Charter Middle,,,,3440527187,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,398.0,398.0
Animo Pat Brown,,,,9160470213,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,571.0,571.0
Animo James B. Taylor Charter Middle,,,,3634797330,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,367.0,367.0
Animo Florence-Firestone Charter Middle,,,,9593500836,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,400.0,400.0
Animo Venice Charter High,,,,1701006028,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,626.0,626.0
Animo Pat Brown,,,,5963368353,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Florence-Firestone Charter Middle,,,,2357237384,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,367.0,367.0
Animo Pat Brown,,,,4383347894,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,589.0,589.0
Animo Florence-Firestone Charter Middle,,,,3325420181,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,398.0,398.0
Animo Pat Brown,,,,8304402306,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,597.0,597.0
Animo Florence-Firestone Charter Middle,,,,5772504780,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,391.0,391.0
Animo Florence-Firestone Charter Middle,,,,8112522486,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,425.0,425.0
Animo Florence-Firestone Charter Middle,,,,7082118270,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,377.0,377.0
Animo Florence-Firestone Charter Middle,,,,9346723648,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo Pat Brown,,,,9072186570,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,619.0,619.0
Animo Florence-Firestone Charter Middle,,,,4195502381,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,390.0,390.0
Animo Pat Brown,,,,9507676037,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Florence-Firestone Charter Middle,,,,5713216931,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,399.0,399.0
Animo Florence-Firestone Charter Middle,,,,9174887087,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,403.0,403.0
Animo Florence-Firestone Charter Middle,,,,3750056212,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,372.0,372.0
Animo Florence-Firestone Charter Middle,,,,2568199353,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,397.0,397.0
Animo Florence-Firestone Charter Middle,,,,2609450640,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,379.0,379.0
Animo Florence-Firestone Charter Middle,,,,2698784842,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,409.0,409.0
Animo Pat Brown,,,,2462338585,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,550.0,550.0
Animo Pat Brown,,,,4670754120,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Pat Brown,,,,4267818707,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Florence-Firestone Charter Middle,,,,1308857005,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,414.0,414.0
Animo Pat Brown,,,,4200196274,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Pat Brown,,,,1564929415,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,594.0,594.0
Animo Florence-Firestone Charter Middle,,,,3044923874,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,403.0,403.0
Animo Florence-Firestone Charter Middle,,,,2791334766,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,419.0,419.0
Animo Pat Brown,,,,1411758595,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Pat Brown,,,,3775396487,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,573.0,573.0
Animo Pat Brown,,,,3062980034,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Pat Brown,,,,8254677936,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,602.0,602.0
Animo Pat Brown,,,,1397860762,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,593.0,593.0
Animo Florence-Firestone Charter Middle,,,,5080382245,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,391.0,391.0
Animo Pat Brown,,,,8127702617,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,630.0,630.0
Animo Florence-Firestone Charter Middle,,,,9572338146,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,395.0,395.0
Animo Florence-Firestone Charter Middle,,,,5593048446,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,386.0,386.0
Animo Pat Brown,,,,8481876974,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,626.0,626.0
Animo Pat Brown,,,,4323168911,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,595.0,595.0
Animo Florence-Firestone Charter Middle,,,,6568692851,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,392.0,392.0
Animo Florence-Firestone Charter Middle,,,,7554059706,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,413.0,413.0
Animo Pat Brown,,,,1366360154,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,602.0,602.0
Animo Florence-Firestone Charter Middle,,,,7619537160,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,369.0,369.0
Animo Pat Brown,,,,9238496016,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Florence-Firestone Charter Middle,,,,8621054864,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,385.0,385.0
Animo Pat Brown,,,,1205296402,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,584.0,584.0
Animo Florence-Firestone Charter Middle,,,,5545129465,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,422.0,422.0
Animo Florence-Firestone Charter Middle,,,,4274848067,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,376.0,376.0
Animo Florence-Firestone Charter Middle,,,,9372440788,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,426.0,426.0
Animo Pat Brown,,,,2343173433,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Florence-Firestone Charter Middle,,,,6205919984,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,413.0,413.0
Animo Pat Brown,,,,5564627100,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,606.0,606.0
Animo Pat Brown,,,,8317667171,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,610.0,610.0
Animo Florence-Firestone Charter Middle,,,,3978605305,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,409.0,409.0
Animo Pat Brown,,,,8177946838,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,625.0,625.0
Animo Florence-Firestone Charter Middle,,,,1296039047,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,424.0,424.0
Animo Pat Brown,,,,2164956344,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,621.0,621.0
Animo Pat Brown,,,,8312627068,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,576.0,576.0
Animo Pat Brown,,,,7408413933,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Pat Brown,,,,3106949534,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,583.0,583.0
Animo Florence-Firestone Charter Middle,,,,5175686237,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,399.0,399.0
Animo Pat Brown,,,,8284002625,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,601.0,601.0
Animo Florence-Firestone Charter Middle,,,,8172818313,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo Florence-Firestone Charter Middle,,,,9944039125,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,406.0,406.0
