Abbreviation,SchoolID,MasterSchoolID,StudentID,SSID,TestDate,TestType,TestPeriod,TestSubjectGroup,TestSubject,TestGrade,TestName,TestScoreType,AssessmentName,RawScore,ScaleScore
Animo Jefferson Charter Middle,,,,2080406373,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2593.0,2593.0
Animo Jefferson Charter Middle,,,,1592351201,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2470.0,2470.0
Animo Jefferson Charter Middle,,,,2614244624,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2513.0,2513.0
Animo Jefferson Charter Middle,,,,5563187908,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2500.0,2500.0
Animo Jefferson Charter Middle,,,,5920821044,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2342.0,2342.0
Animo Jefferson Charter Middle,,,,1010558711,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2484.0,2484.0
Animo Jefferson Charter Middle,,,,7786386022,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2460.0,2460.0
Animo Jefferson Charter Middle,,,,4708929330,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2398.0,2398.0
Animo Jefferson Charter Middle,,,,9239274371,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2468.0,2468.0
Animo Jefferson Charter Middle,,,,5721004484,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2565.0,2565.0
Animo Jefferson Charter Middle,,,,9591217650,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2499.0,2499.0
Animo Jefferson Charter Middle,,,,6151337853,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2544.0,2544.0
Animo Jefferson Charter Middle,,,,2781656807,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2611.0,2611.0
Animo Jefferson Charter Middle,,,,4132508927,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2651.0,2651.0
Animo Jefferson Charter Middle,,,,4289223341,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2525.0,2525.0
Animo Jefferson Charter Middle,,,,1419358140,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2435.0,2435.0
Animo Jefferson Charter Middle,,,,5017535471,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2504.0,2504.0
Animo Jefferson Charter Middle,,,,8929497148,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2521.0,2521.0
Animo Jefferson Charter Middle,,,,4019212664,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2565.0,2565.0
Animo Jefferson Charter Middle,,,,1236510990,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2383.0,2383.0
Animo Jefferson Charter Middle,,,,6151337853,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2590.0,2590.0
Animo Jefferson Charter Middle,,,,8998528331,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2575.0,2575.0
Animo Jefferson Charter Middle,,,,9304989647,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2574.0,2574.0
Animo Jefferson Charter Middle,,,,7207851688,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2362.0,2362.0
Animo Jefferson Charter Middle,,,,1213612975,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2559.0,2559.0
Animo Jefferson Charter Middle,,,,1721674844,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2678.0,2678.0
Animo Jefferson Charter Middle,,,,3527049341,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2538.0,2538.0
Animo Jefferson Charter Middle,,,,8626964321,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2561.0,2561.0
Animo Jefferson Charter Middle,,,,6766053660,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2522.0,2522.0
Animo Ellen Ochoa Charter Middle,,,,3022319294,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2510.0,2510.0
Animo Ellen Ochoa Charter Middle,,,,7294559231,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2289.0,2289.0
Animo Ellen Ochoa Charter Middle,,,,6528752324,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2529.0,2529.0
Animo Ellen Ochoa Charter Middle,,,,7467576118,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2421.0,2421.0
Animo Ellen Ochoa Charter Middle,,,,8790524458,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2435.0,2435.0
Animo Ellen Ochoa Charter Middle,,,,9360269460,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2551.0,2551.0
Animo Ellen Ochoa Charter Middle,,,,5035267833,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2366.0,2366.0
Animo Ellen Ochoa Charter Middle,,,,8317688297,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2632.0,2632.0
Animo Ellen Ochoa Charter Middle,,,,4583003027,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2440.0,2440.0
Animo Ellen Ochoa Charter Middle,,,,6528752324,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2439.0,2439.0
Animo Ellen Ochoa Charter Middle,,,,9481672337,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2533.0,2533.0
Animo Ellen Ochoa Charter Middle,,,,7203942988,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2525.0,2525.0
Animo Ellen Ochoa Charter Middle,,,,9217399893,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2511.0,2511.0
Animo Ellen Ochoa Charter Middle,,,,8267098443,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2594.0,2594.0
Animo Ellen Ochoa Charter Middle,,,,9470720957,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2337.0,2337.0
Animo Ellen Ochoa Charter Middle,,,,7693980603,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2702.0,2702.0
Animo Ellen Ochoa Charter Middle,,,,7097095980,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2446.0,2446.0
Animo Ellen Ochoa Charter Middle,,,,3690074856,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2588.0,2588.0
Animo Ellen Ochoa Charter Middle,,,,2690252640,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2491.0,2491.0
Animo Ellen Ochoa Charter Middle,,,,7203942988,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2524.0,2524.0
Animo Ellen Ochoa Charter Middle,,,,6423461087,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2442.0,2442.0
Animo Ellen Ochoa Charter Middle,,,,9287947923,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2496.0,2496.0
Animo Ellen Ochoa Charter Middle,,,,9470720957,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2449.0,2449.0
Animo Ellen Ochoa Charter Middle,,,,1606118220,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2505.0,2505.0
Animo Ellen Ochoa Charter Middle,,,,4650962387,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2576.0,2576.0
Animo Ellen Ochoa Charter Middle,,,,1670245031,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2642.0,2642.0
Animo Ellen Ochoa Charter Middle,,,,4084392148,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2524.0,2524.0
Animo Ellen Ochoa Charter Middle,,,,2079240131,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2528.0,2528.0
Animo Ellen Ochoa Charter Middle,,,,8790524458,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2302.0,2302.0
Animo Ellen Ochoa Charter Middle,,,,8202332779,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2558.0,2558.0
Animo Ellen Ochoa Charter Middle,,,,4940393117,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2524.0,2524.0
Animo Ellen Ochoa Charter Middle,,,,5692201446,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2311.0,2311.0
Animo Ellen Ochoa Charter Middle,,,,4462270806,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2371.0,2371.0
Animo Ellen Ochoa Charter Middle,,,,3541207544,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2628.0,2628.0
Animo Ellen Ochoa Charter Middle,,,,3645934165,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2510.0,2510.0
Animo Ellen Ochoa Charter Middle,,,,3107868298,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2344.0,2344.0
Animo Ellen Ochoa Charter Middle,,,,5045383495,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2439.0,2439.0
Animo Ellen Ochoa Charter Middle,,,,9738175263,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2594.0,2594.0
Animo Ellen Ochoa Charter Middle,,,,7597569982,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2436.0,2436.0
Animo Ellen Ochoa Charter Middle,,,,9319776434,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2723.0,2723.0
Animo Ellen Ochoa Charter Middle,,,,1657257175,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2435.0,2435.0
Animo Ellen Ochoa Charter Middle,,,,4084392148,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2368.0,2368.0
Animo Ellen Ochoa Charter Middle,,,,6283986096,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2351.0,2351.0
Animo Ellen Ochoa Charter Middle,,,,5923428074,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2394.0,2394.0
Animo Ellen Ochoa Charter Middle,,,,5030784202,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2582.0,2582.0
Animo Ellen Ochoa Charter Middle,,,,4688328870,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2588.0,2588.0
Animo Ellen Ochoa Charter Middle,,,,7284353815,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2498.0,2498.0
Animo Ellen Ochoa Charter Middle,,,,9458230026,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2311.0,2311.0
Animo Ellen Ochoa Charter Middle,,,,5771287721,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2384.0,2384.0
Animo Ellen Ochoa Charter Middle,,,,3371052407,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2399.0,2399.0
Animo Ellen Ochoa Charter Middle,,,,6620239517,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2738.0,2738.0
Animo Ellen Ochoa Charter Middle,,,,6644559947,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2382.0,2382.0
Animo Ellen Ochoa Charter Middle,,,,8674895035,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2619.0,2619.0
Animo Ellen Ochoa Charter Middle,,,,8674895035,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2627.0,2627.0
Animo Ellen Ochoa Charter Middle,,,,9131743214,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2554.0,2554.0
Animo Ellen Ochoa Charter Middle,,,,3963687884,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2272.0,2272.0
Animo Ellen Ochoa Charter Middle,,,,7597569982,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2477.0,2477.0
Animo Ellen Ochoa Charter Middle,,,,9292746396,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2527.0,2527.0
Animo Ellen Ochoa Charter Middle,,,,8732830432,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2562.0,2562.0
Animo Ellen Ochoa Charter Middle,,,,8506360675,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2509.0,2509.0
Animo Ellen Ochoa Charter Middle,,,,2403750216,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2756.0,2756.0
Animo Ellen Ochoa Charter Middle,,,,9458230026,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2396.0,2396.0
Animo Ellen Ochoa Charter Middle,,,,4076968331,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2567.0,2567.0
Animo Ellen Ochoa Charter Middle,,,,7741218767,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2544.0,2544.0
Animo Ellen Ochoa Charter Middle,,,,1657257175,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2339.0,2339.0
Animo Ellen Ochoa Charter Middle,,,,8519005440,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2440.0,2440.0
Animo Ellen Ochoa Charter Middle,,,,8765812811,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2620.0,2620.0
Animo Ellen Ochoa Charter Middle,,,,9481672337,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2380.0,2380.0
Animo Ellen Ochoa Charter Middle,,,,4985376816,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2623.0,2623.0
Animo Ellen Ochoa Charter Middle,,,,6977411043,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2523.0,2523.0
Animo Ellen Ochoa Charter Middle,,,,8917419936,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2601.0,2601.0
Animo Ellen Ochoa Charter Middle,,,,7348253376,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2520.0,2520.0
Animo Ellen Ochoa Charter Middle,,,,8202332779,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2592.0,2592.0
Animo Ellen Ochoa Charter Middle,,,,1422883056,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2468.0,2468.0
Animo Ellen Ochoa Charter Middle,,,,5923428074,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2473.0,2473.0
Animo Ellen Ochoa Charter Middle,,,,6461786294,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2570.0,2570.0
Animo Ellen Ochoa Charter Middle,,,,6761464020,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2561.0,2561.0
Animo Ellen Ochoa Charter Middle,,,,1141363552,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2486.0,2486.0
Animo Ellen Ochoa Charter Middle,,,,3019684116,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2407.0,2407.0
Animo Ellen Ochoa Charter Middle,,,,6620239517,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2667.0,2667.0
Animo Ellen Ochoa Charter Middle,,,,9399532072,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2317.0,2317.0
Animo Ellen Ochoa Charter Middle,,,,9251853546,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2556.0,2556.0
Animo Ellen Ochoa Charter Middle,,,,3485311031,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2627.0,2627.0
Animo Ellen Ochoa Charter Middle,,,,4583003027,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2444.0,2444.0
Animo Ellen Ochoa Charter Middle,,,,2427945783,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2572.0,2572.0
Animo Ellen Ochoa Charter Middle,,,,3785946693,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2486.0,2486.0
Animo Ellen Ochoa Charter Middle,,,,1142290697,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2628.0,2628.0
Animo Ellen Ochoa Charter Middle,,,,9738175263,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2529.0,2529.0
Animo Ellen Ochoa Charter Middle,,,,9251853546,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2444.0,2444.0
Animo Ellen Ochoa Charter Middle,,,,5035267833,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2538.0,2538.0
Animo Ellen Ochoa Charter Middle,,,,8571697615,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2423.0,2423.0
Animo Ellen Ochoa Charter Middle,,,,6610662472,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2593.0,2593.0
Animo Ellen Ochoa Charter Middle,,,,6343430084,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2502.0,2502.0
Animo Ellen Ochoa Charter Middle,,,,1606118220,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2610.0,2610.0
Animo Ellen Ochoa Charter Middle,,,,3371052407,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2421.0,2421.0
Animo Ellen Ochoa Charter Middle,,,,6994624230,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2611.0,2611.0
Animo Ellen Ochoa Charter Middle,,,,5185662175,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2638.0,2638.0
Animo Ellen Ochoa Charter Middle,,,,3121750348,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2519.0,2519.0
Animo Ellen Ochoa Charter Middle,,,,5501122031,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2577.0,2577.0
Animo Ellen Ochoa Charter Middle,,,,2125630394,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2482.0,2482.0
Animo Ellen Ochoa Charter Middle,,,,7130072068,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2564.0,2564.0
Animo Ellen Ochoa Charter Middle,,,,8571697615,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2392.0,2392.0
Animo Ellen Ochoa Charter Middle,,,,6467405804,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2644.0,2644.0
Animo Ellen Ochoa Charter Middle,,,,4076968331,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2638.0,2638.0
Animo Ellen Ochoa Charter Middle,,,,8519005440,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2506.0,2506.0
Animo Ellen Ochoa Charter Middle,,,,5771287721,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2350.0,2350.0
Animo Ellen Ochoa Charter Middle,,,,3225197575,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2360.0,2360.0
Animo Ellen Ochoa Charter Middle,,,,3225197575,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2342.0,2342.0
Animo Ellen Ochoa Charter Middle,,,,7162100695,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2612.0,2612.0
Animo Ellen Ochoa Charter Middle,,,,9208497903,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2558.0,2558.0
Animo Ellen Ochoa Charter Middle,,,,5185662175,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2585.0,2585.0
Animo Ellen Ochoa Charter Middle,,,,9399532072,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2390.0,2390.0
Animo Ellen Ochoa Charter Middle,,,,9129689447,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2653.0,2653.0
Animo Ellen Ochoa Charter Middle,,,,1670245031,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2568.0,2568.0
Animo Ellen Ochoa Charter Middle,,,,4537390926,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2326.0,2326.0
Animo Ellen Ochoa Charter Middle,,,,1141363552,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2270.0,2270.0
Animo Ellen Ochoa Charter Middle,,,,1422883056,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2445.0,2445.0
Animo Ellen Ochoa Charter Middle,,,,7913925347,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2632.0,2632.0
Animo Ellen Ochoa Charter Middle,,,,6761464020,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2405.0,2405.0
Animo Ellen Ochoa Charter Middle,,,,2048657207,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2572.0,2572.0
Animo Ellen Ochoa Charter Middle,,,,3541207544,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2576.0,2576.0
Animo Ellen Ochoa Charter Middle,,,,3015180900,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2487.0,2487.0
Animo Ellen Ochoa Charter Middle,,,,1967151161,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2661.0,2661.0
Animo Ellen Ochoa Charter Middle,,,,9131743214,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2607.0,2607.0
Animo Ellen Ochoa Charter Middle,,,,6938923893,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2421.0,2421.0
Animo Ellen Ochoa Charter Middle,,,,5712018794,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2512.0,2512.0
Animo Ellen Ochoa Charter Middle,,,,6195062160,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2637.0,2637.0
Animo Ellen Ochoa Charter Middle,,,,2079240131,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2620.0,2620.0
Animo Ellen Ochoa Charter Middle,,,,3963687884,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2498.0,2498.0
Animo Ellen Ochoa Charter Middle,,,,6005900946,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2485.0,2485.0
